,item,id,category_id,category,round,listnum
127,cat,11,1,animals,1,9
128,dog,11,1,animals,1,9
129,hamster,11,1,animals,1,9
130,mouse,11,1,animals,1,9
131,rat,11,1,animals,1,9
132,leopard,11,1,animals,3,10
133,lion,11,1,animals,3,10
134,fish,11,1,animals,3,10
135,fish,11,1,animals,3,10
136,fish,11,1,animals,3,10
137,goldfish,11,1,animals,3,10
138,dog,11,1,animals,3,10
139,cat,11,1,animals,3,10
140,leopard,11,1,animals,3,10
141,lion,11,1,animals,3,10
142,cheetah,11,1,animals,3,10
143,penguin,11,1,animals,3,10
144,chicken,11,1,animals,3,10
145,cow,11,1,animals,3,10
146,flamingo,11,1,animals,3,10
147,elephant,11,1,animals,3,10
148,giraffe,11,1,animals,3,10
149,flamingo,11,1,animals,3,10
150,monkey,11,1,animals,3,10
151,bird,11,1,animals,3,10
152,cow,12,1,animals,1,11
153,chick,12,1,animals,1,11
154,hen,12,1,animals,1,11
155,sheep,12,1,animals,1,11
156,chicken,12,1,animals,1,11
157,giraffe,12,1,animals,3,12
158,alligator,12,1,animals,3,12
159,elephant,12,1,animals,3,12
160,monkey,12,1,animals,3,12
161,ostrich,12,1,animals,3,12
162,zebra,13,1,animals,2,13
163,giraffe,13,1,animals,2,13
164,lion,13,1,animals,2,13
165,tiger,13,1,animals,2,13
166,monkey,13,1,animals,2,13
167,elephant,13,1,animals,2,13
168,cheetah,13,1,animals,2,13
169,jaguar,13,1,animals,2,13
170,giraffe,13,1,animals,2,13
171,zookeeper,13,1,animals,2,13
172,zoo constructor,13,1,animals,2,13
173,lion,13,1,animals,2,13
174,tiger,13,1,animals,2,13
175,jaguar,13,1,animals,2,13
176,cheetah,13,1,animals,2,13
177,lion,13,1,animals,2,13
178,giraffe,13,1,animals,3,14
179,zebra,13,1,animals,3,14
180,lion,13,1,animals,3,14
181,tiger,13,1,animals,3,14
182,cheetah,13,1,animals,3,14
183,jaguar,13,1,animals,3,14
184,zookeeper,13,1,animals,3,14
185,zoo constructor,13,1,animals,3,14
186,giraffe,13,1,animals,3,14
187,lion,13,1,animals,3,14
188,jaguar,13,1,animals,3,14
189,cheetah,13,1,animals,3,14
190,giraffe,13,1,animals,3,14
191,monkey,13,1,animals,3,14
192,dolphin,14,1,animals,2,15
193,shark,14,1,animals,2,15
194,penguin,14,1,animals,2,15
195,bear,14,1,animals,2,15
196,bear,14,1,animals,2,15
197,lion,14,1,animals,2,15
198,tiger,14,1,animals,2,15
199,giraffe,14,1,animals,2,15
200,flamingo,14,1,animals,2,15
201,parrot,14,1,animals,2,15
202,bird,14,1,animals,2,15
203,narwhal,14,1,animals,2,15
204,water,14,1,animals,2,15
205,walruse,14,1,animals,2,15
206,orca,14,1,animals,2,15
207,monkey,14,1,animals,2,15
208,chimpanzee,14,1,animals,2,15
209,jellyfish,14,1,animals,2,15
210,wolf,14,1,animals,2,15
211,hornet,14,1,animals,2,15
212,bee,14,1,animals,2,15
213,wasp,14,1,animals,2,15
214,lion,14,1,animals,4,16
215,tiger,14,1,animals,4,16
216,flamingo,14,1,animals,4,16
217,chimpanzee,14,1,animals,4,16
218,monkey,14,1,animals,4,16
219,bear,14,1,animals,4,16
220,penguin,14,1,animals,4,16
221,dolphin,14,1,animals,4,16
222,shark,14,1,animals,4,16
223,fox,14,1,animals,4,16
224,elephant,14,1,animals,4,16
225,bear,14,1,animals,4,16
226,butterfly,14,1,animals,4,16
227,giraffe,14,1,animals,4,16
228,flamingo,14,1,animals,4,16
229,parrot,14,1,animals,4,16
230,bird,14,1,animals,4,16
231,dog,15,1,animals,1,17
232,sheep,15,1,animals,1,17
233,cow,15,1,animals,1,17
234,horse,15,1,animals,1,17
235,pig,15,1,animals,1,17
236,bull,15,1,animals,1,17
237,cheetah,15,1,animals,1,17
238,human,15,1,animals,1,17
239,dog,15,1,animals,1,17
240,cat,15,1,animals,1,17
241,lion,15,1,animals,1,17
242,tiger,15,1,animals,1,17
243,lizard,15,1,animals,1,17
244,snake,15,1,animals,1,17
245,ladybug,15,1,animals,1,17
246,dragonfly,15,1,animals,1,17
247,spider,15,1,animals,1,17
248,spider,15,1,animals,1,17
249,snake,15,1,animals,1,17
250,fly,15,1,animals,1,17
251,mantise,15,1,animals,3,18
252,ladybug,15,1,animals,3,18
253,turtle,15,1,animals,3,18
254,fish,15,1,animals,3,18
255,shark,15,1,animals,3,18
256,bull,15,1,animals,3,18
257,dog,15,1,animals,3,18
258,cat,15,1,animals,3,18
259,tiger,15,1,animals,3,18
260,lion,15,1,animals,3,18
261,human,15,1,animals,3,18
262,tarantula,15,1,animals,3,18
263,spider,15,1,animals,3,18
264,snake,15,1,animals,3,18
265,spider,15,1,animals,3,18
266,snake,15,1,animals,3,18
267,sea monster,15,1,animals,3,18
268,orca,15,1,animals,3,18
269,fox,15,1,animals,3,18
270,deer,15,1,animals,3,18
271,giraffe,18,1,animals,1,19
272,sheep,18,1,animals,1,19
273,dog,18,1,animals,1,19
274,horse,18,1,animals,1,19
275,zebra,18,1,animals,1,19
276,giraffe,18,1,animals,1,19
277,rhino,18,1,animals,1,19
278,hippo,18,1,animals,1,19
279,lizard,18,1,animals,1,19
280,water bird,18,1,animals,1,19
281,eagle,18,1,animals,1,19
282,crocodile,18,1,animals,1,19
283,alligator,18,1,animals,1,19
284,snake,18,1,animals,1,19
285,zebra,18,1,animals,3,20
286,horse,18,1,animals,3,20
287,pitbull,18,1,animals,3,20
288,giraffe,18,1,animals,3,20
289,rhino,18,1,animals,3,20
290,chimpanzee,18,1,animals,3,20
291,monkey,18,1,animals,3,20
292,lizard,18,1,animals,3,20
293,komodo dragon,18,1,animals,3,20
294,snake,18,1,animals,3,20
295,butt monkey,18,1,animals,3,20
296,lizard,18,1,animals,3,20
297,penguin,19,1,animals,1,21
298,lion,19,1,animals,1,21
299,tiger,19,1,animals,1,21
300,shark,19,1,animals,1,21
301,cat,19,1,animals,1,21
302,dog,19,1,animals,1,21
303,hedgehog,19,1,animals,1,21
304,raccoon,19,1,animals,1,21
305,porcupine,19,1,animals,1,21
306,monkey,19,1,animals,1,21
307,gorilla,19,1,animals,1,21
308,bear,19,1,animals,1,21
309,bear,19,1,animals,1,21
310,mole rat,19,1,animals,1,21
311,penguin,19,1,animals,3,22
312,penguin,19,1,animals,3,22
313,shark,19,1,animals,3,22
314,monkey,19,1,animals,3,22
315,gorilla,19,1,animals,3,22
316,tiger,19,1,animals,3,22
317,lion,19,1,animals,3,22
318,fish,19,1,animals,3,22
319,bear,19,1,animals,3,22
320,hedgehog,19,1,animals,3,22
321,porcupine,19,1,animals,3,22
322,mole rat,19,1,animals,3,22
323,leopard,19,1,animals,3,22
324,jaguar,19,1,animals,3,22
325,panther,19,1,animals,3,22
326,ape,19,1,animals,3,22
327,monkey,19,1,animals,3,22
328,tiger,20,1,animals,1,23
329,cheetah,20,1,animals,1,23
330,elephant,20,1,animals,1,23
331,tiger,20,1,animals,1,23
332,cat,20,1,animals,1,23
333,lion,20,1,animals,1,23
334,chicken,20,1,animals,1,23
335,chickalettum,20,1,animals,1,23
336,donkey,20,1,animals,1,23
337,kid,20,1,animals,1,23
338,kid,20,1,animals,1,23
339,elephant,20,1,animals,3,24
340,animal,20,1,animals,3,24
341,hedgehog,20,1,animals,3,24
342,alien,20,1,animals,3,24
343,horse,21,1,animals,2,25
344,zebra,21,1,animals,2,25
345,cabbage,21,1,animals,2,25
346,carriage,21,1,animals,2,25
347,carriage,21,1,animals,2,25
348,animal,21,1,animals,2,25
349,horse,21,1,animals,2,25
350,sheep,21,1,animals,2,25
351,fish,21,1,animals,4,26
352,carrot,21,1,animals,4,26
353,animal,21,1,animals,4,26
354,sheep,21,1,animals,4,26
355,rabbit,21,1,animals,4,26
356,horse,21,1,animals,4,26
357,farmer,21,1,animals,4,26
358,farm,21,1,animals,4,26
359,animal,21,1,animals,4,26
360,plant,21,1,animals,4,26
361,hat,21,1,animals,4,26
362,hat,21,1,animals,4,26
363,necklace,21,1,animals,4,26
364,plant,21,1,animals,4,26
365,monkey,22,1,animals,2,27
366,eagle,22,1,animals,2,27
367,horse,22,1,animals,2,27
368,hamster,22,1,animals,2,27
369,anteater,22,1,animals,2,27
370,panda,22,1,animals,2,27
371,panda,22,1,animals,2,27
372,eagle,22,1,animals,2,27
373,flamingo,22,1,animals,2,27
374,cat,22,1,animals,2,27
375,zebra,22,1,animals,2,27
376,dog,22,1,animals,4,28
377,cat,22,1,animals,4,28
378,zebra,22,1,animals,4,28
379,dog,22,1,animals,4,28
380,cat,22,1,animals,4,28
381,zebra,22,1,animals,4,28
382,elephant,22,1,animals,4,28
383,cheetah,22,1,animals,4,28
384,monkey,22,1,animals,4,28
385,eagle,22,1,animals,4,28
386,giraffe,22,1,animals,4,28
387,giraffe,22,1,animals,4,28
388,hamster,22,1,animals,4,28
389,muskrat,22,1,animals,4,28
390,panda,22,1,animals,4,28
391,panda,22,1,animals,4,28
392,muncher,22,1,animals,4,28
393,eagle,22,1,animals,4,28
394,animal,23,1,animals,2,29
395,monkey,23,1,animals,2,29
396,person,23,1,animals,2,29
397,gorilla,23,1,animals,2,29
398,giraffe,23,1,animals,2,29
399,alligator,23,1,animals,2,29
400,penguin,23,1,animals,2,29
401,turtle,23,1,animals,2,29
402,crocodile,23,1,animals,2,29
403,person,23,1,animals,4,30
404,gorilla,23,1,animals,4,30
405,monkey,23,1,animals,4,30
406,animal,23,1,animals,4,30
407,giraffe,23,1,animals,4,30
408,penguin,23,1,animals,4,30
409,crocodile,23,1,animals,4,30
410,alligator,23,1,animals,4,30
411,monkey,24,1,animals,2,31
412,cat,24,1,animals,2,31
413,dog,24,1,animals,2,31
414,parrot,24,1,animals,2,31
415,gecko,24,1,animals,2,31
416,frog,24,1,animals,2,31
417,snake,24,1,animals,2,31
418,lizard,24,1,animals,2,31
419,ant,24,1,animals,2,31
420,bee,24,1,animals,2,31
421,chimpanzee,24,1,animals,2,31
422,bonobo,24,1,animals,2,31
423,human,24,1,animals,2,31
424,tiger,24,1,animals,2,31
425,lion,24,1,animals,2,31
426,zebra,24,1,animals,2,31
427,antelope,24,1,animals,2,31
428,shrimp,24,1,animals,2,31
429,dolphin,24,1,animals,2,31
430,shark,24,1,animals,2,31
431,shark,24,1,animals,4,32
432,shrimp,24,1,animals,4,32
433,fish,24,1,animals,4,32
434,dolphin,24,1,animals,4,32
435,seal,24,1,animals,4,32
436,polar,24,1,animals,4,32
437,bear,24,1,animals,4,32
438,grizzly,24,1,animals,4,32
439,bear,24,1,animals,4,32
440,dog,24,1,animals,4,32
441,cat,24,1,animals,4,32
442,fish,24,1,animals,4,32
443,lizard,24,1,animals,4,32
444,gecko,24,1,animals,4,32
445,snake,24,1,animals,4,32
446,frog,24,1,animals,4,32
447,tadpole,24,1,animals,4,32
448,tiger,24,1,animals,4,32
449,dragon,24,1,animals,4,32
450,jaguar,24,1,animals,4,32
451,antelope,24,1,animals,4,32
452,leopard,24,1,animals,4,32
453,tiger,25,1,animals,1,33
454,lion,25,1,animals,1,33
455,hyena,25,1,animals,1,33
456,lizard,25,1,animals,1,33
457,animal,25,1,animals,1,33
458,elephant,25,1,animals,1,33
459,giraffe,25,1,animals,3,34
460,hippopotamu,25,1,animals,3,34
461,whale,25,1,animals,3,34
462,crab,25,1,animals,3,34
463,fish,25,1,animals,3,34
464,rhinocerou,25,1,animals,3,34
465,giraffe,26,1,animals,1,35
466,rhino,26,1,animals,1,35
467,elephant,26,1,animals,1,35
468,cheetah,26,1,animals,1,35
469,koala,26,1,animals,1,35
470,puma,26,1,animals,1,35
471,lizard,26,1,animals,1,35
472,lion,26,1,animals,1,35
473,dinosaur,26,1,animals,1,35
474,velociraptor,26,1,animals,1,35
475,lion,26,1,animals,3,36
476,cheetah,26,1,animals,3,36
477,bear,26,1,animals,3,36
478,elephant,26,1,animals,3,36
479,dog,26,1,animals,3,36
480,cat,26,1,animals,3,36
481,werewolf,26,1,animals,3,36
482,wolf,26,1,animals,3,36
483,chimpanzee,28,1,animals,1,37
484,elephant,28,1,animals,1,37
485,spider,28,1,animals,1,37
486,monkey,28,1,animals,1,37
487,orangutan,28,1,animals,1,37
488,ape,28,1,animals,1,37
489,elephant,28,1,animals,1,37
490,giraffe,28,1,animals,1,37
491,tiger,28,1,animals,1,37
492,lion,28,1,animals,1,37
493,ape,28,1,animals,1,37
494,crocodile,28,1,animals,1,37
495,alligator,28,1,animals,1,37
496,orangutan,28,1,animals,3,38
497,zebra,28,1,animals,3,38
498,ape,28,1,animals,3,38
499,chimpanzee,28,1,animals,3,38
500,crocodile,28,1,animals,3,38
501,alligator,28,1,animals,3,38
502,rhinocero,28,1,animals,3,38
503,t-rex,28,1,animals,3,38
504,stegosauru,28,1,animals,3,38
505,spider monkey,28,1,animals,3,38
506,mouse,29,1,animals,1,39
507,cow,29,1,animals,1,39
508,tiger,29,1,animals,1,39
509,bunny,29,1,animals,1,39
510,horse,29,1,animals,1,39
511,dragon,29,1,animals,1,39
512,snake,29,1,animals,1,39
513,sheep,29,1,animals,1,39
514,monkey,29,1,animals,1,39
515,chicken,29,1,animals,1,39
516,turkey,29,1,animals,1,39
517,dog,29,1,animals,1,39
518,pig,29,1,animals,1,39
519,koala,29,1,animals,1,39
520,kangaroo,29,1,animals,1,39
521,turtle,29,1,animals,1,39
522,fish,29,1,animals,1,39
523,shark,29,1,animals,1,39
524,octopu,29,1,animals,1,39
525,whale,29,1,animals,3,40
526,starfish,29,1,animals,3,40
527,sea lion,29,1,animals,3,40
528,water bear,29,1,animals,3,40
529,sea bunny,29,1,animals,3,40
530,tiger,29,1,animals,3,40
531,dog,29,1,animals,3,40
532,cat,29,1,animals,3,40
533,dog,29,1,animals,3,40
534,cat,29,1,animals,3,40
535,corn,29,1,animals,3,40
536,tiger,30,1,animals,2,41
537,lion,30,1,animals,2,41
538,rhino,30,1,animals,2,41
539,flamingo,30,1,animals,2,41
540,panda,30,1,animals,2,41
541,dog,30,1,animals,2,41
542,cat,30,1,animals,2,41
543,fish,30,1,animals,2,41
544,hamster,30,1,animals,2,41
545,guinea,30,1,animals,2,41
546,pig,30,1,animals,2,41
547,horse,30,1,animals,2,41
548,pony,30,1,animals,2,41
549,pig,30,1,animals,2,41
550,duck,30,1,animals,2,41
551,chicken,30,1,animals,2,41
552,rooster,30,1,animals,2,41
553,donkey,30,1,animals,2,41
554,horse,30,1,animals,4,42
555,duck,30,1,animals,4,42
556,chicken,30,1,animals,4,42
557,rooster,30,1,animals,4,42
558,pig,30,1,animals,4,42
559,horse,30,1,animals,4,42
560,donkey,30,1,animals,4,42
561,cow,30,1,animals,4,42
562,turtle,30,1,animals,4,42
563,panda,30,1,animals,4,42
564,flamingo,30,1,animals,4,42
565,bird,31,1,animals,2,43
566,cat,31,1,animals,2,43
567,dog,31,1,animals,2,43
568,bunny,31,1,animals,2,43
569,frog,31,1,animals,2,43
570,lizard,31,1,animals,2,43
571,kitty,31,1,animals,2,43
572,bunny,31,1,animals,2,43
573,bird,31,1,animals,2,43
574,cat,31,1,animals,2,43
575,dog,31,1,animals,2,43
576,bunny,31,1,animals,2,43
577,bird,31,1,animals,2,43
578,parrot,31,1,animals,4,44
579,crocodile,31,1,animals,4,44
580,bird,31,1,animals,4,44
581,frog,31,1,animals,4,44
582,snake,31,1,animals,4,44
583,crocodile,31,1,animals,4,44
584,goat,31,1,animals,4,44
585,bunny,31,1,animals,4,44
586,frog,31,1,animals,4,44
587,parrot,31,1,animals,4,44
588,cute bird,31,1,animals,4,44
589,jay bird,31,1,animals,4,44
590,bird,31,1,animals,4,44
591,zebra,31,1,animals,4,44
592,tiger,31,1,animals,4,44
593,cheetah,31,1,animals,4,44
594,dolphin,32,1,animals,2,45
595,crocodile,32,1,animals,2,45
596,alligator,32,1,animals,2,45
597,turtle,32,1,animals,2,45
598,fish,32,1,animals,2,45
599,crocodile,32,1,animals,2,45
600,alligator,32,1,animals,2,45
601,alligator,32,1,animals,2,45
602,elephant,32,1,animals,2,45
603,lion,32,1,animals,2,45
604,tiger,32,1,animals,2,45
605,rhino,32,1,animals,2,45
606,crocodile,32,1,animals,4,46
607,alligator,32,1,animals,4,46
608,fish,32,1,animals,4,46
609,turtle,32,1,animals,4,46
610,lion,32,1,animals,4,46
611,jaguar,32,1,animals,4,46
612,cheetah,32,1,animals,4,46
613,penguin,32,1,animals,4,46
614,fish,32,1,animals,4,46
615,dolphin,32,1,animals,4,46
616,turtle,32,1,animals,4,46
617,poisonou,32,1,animals,4,46
618,frog,32,1,animals,4,46
619,frog,32,1,animals,4,46
620,jaguar,32,1,animals,4,46
621,leopard,32,1,animals,4,46
622,zebra,32,1,animals,4,46
623,zebra,35,1,animals,1,47
624,lion,35,1,animals,1,47
625,leopard,35,1,animals,1,47
626,panda,35,1,animals,1,47
627,penguin,35,1,animals,1,47
628,vulture,35,1,animals,1,47
629,lion,35,1,animals,1,47
630,bull,35,1,animals,1,47
631,shepherd,35,1,animals,1,47
632,cat,35,1,animals,1,47
633,dog,35,1,animals,1,47
634,retriever,35,1,animals,1,47
635,pit bull,35,1,animals,1,47
636,bulldog,35,1,animals,1,47
637,bird,35,1,animals,1,47
638,sheep,35,1,animals,1,47
639,pig,35,1,animals,1,47
640,cow,35,1,animals,1,47
641,chicken,35,1,animals,1,47
642,rooster,35,1,animals,1,47
643,zebra,35,1,animals,3,48
644,lion,35,1,animals,3,48
645,shepherd,35,1,animals,3,48
646,dog,35,1,animals,3,48
647,pit bull,35,1,animals,3,48
648,bulldog,35,1,animals,3,48
649,cat,35,1,animals,3,48
650,lion,35,1,animals,3,48
651,bull,35,1,animals,3,48
652,pterodactyl,35,1,animals,3,48
653,turkey,35,1,animals,3,48
654,vulture,35,1,animals,3,48
655,zebra,35,1,animals,3,48
656,lion,35,1,animals,3,48
657,chicken,36,1,animals,1,49
658,cow,36,1,animals,1,49
659,pig,36,1,animals,1,49
660,horse,36,1,animals,1,49
661,cow,36,1,animals,1,49
662,chicken,36,1,animals,1,49
663,chicken,36,1,animals,1,49
664,chicken,36,1,animals,1,49
665,pig,36,1,animals,1,49
666,cow,36,1,animals,1,49
667,chick,36,1,animals,1,49
668,cow,36,1,animals,1,49
669,horse,36,1,animals,1,49
670,pig,36,1,animals,3,50
671,cow,36,1,animals,3,50
672,horse,36,1,animals,3,50
673,horse,36,1,animals,3,50
674,pig,36,1,animals,3,50
675,chick,36,1,animals,3,50
676,cow,36,1,animals,3,50
677,pig,36,1,animals,3,50
678,horse,36,1,animals,3,50
679,cow,36,1,animals,3,50
680,pig,36,1,animals,3,50
681,chicken,36,1,animals,3,50
682,groundhog,36,1,animals,3,50
683,squirrel,37,1,animals,2,51
684,zebra,37,1,animals,2,51
685,fish,37,1,animals,2,51
686,shark,37,1,animals,2,51
687,giraffe,37,1,animals,2,51
688,elephant,37,1,animals,2,51
689,lion,37,1,animals,2,51
690,bee,37,1,animals,2,51
691,butterfly,37,1,animals,2,51
692,zebra,37,1,animals,2,51
693,parrot,37,1,animals,2,51
694,eel,37,1,animals,2,51
695,worm,37,1,animals,4,52
696,monkey,37,1,animals,4,52
697,zebra,37,1,animals,4,52
698,gazelle,37,1,animals,4,52
699,lion,37,1,animals,4,52
700,wildebeast,37,1,animals,4,52
701,giraffe,37,1,animals,4,52
702,dog,37,1,animals,4,52
703,cat,37,1,animals,4,52
704,mouse,37,1,animals,4,52
705,salmon,37,1,animals,4,52
706,minnow,37,1,animals,4,52
707,shark,37,1,animals,4,52
708,crocodile,38,1,animals,2,53
709,lion,38,1,animals,2,53
710,lion,38,1,animals,2,53
711,tiger,38,1,animals,2,53
712,zookeeper,38,1,animals,2,53
713,keeper,38,1,animals,2,53
714,snake,38,1,animals,2,53
715,gum,38,1,animals,2,53
716,shark,38,1,animals,4,54
717,lion,38,1,animals,4,54
718,shark,38,1,animals,4,54
719,orca,38,1,animals,4,54
720,whale,38,1,animals,4,54
721,animal,38,1,animals,4,54
722,animal,38,1,animals,4,54
723,animal,40,1,animals,2,55
724,fish,40,1,animals,2,55
725,bird,40,1,animals,2,55
726,dog,40,1,animals,2,55
727,cat,40,1,animals,2,55
728,horse,40,1,animals,2,55
729,cow,40,1,animals,2,55
730,moose,40,1,animals,2,55
731,dog,40,1,animals,2,55
732,duck,40,1,animals,2,55
733,donkey,40,1,animals,2,55
734,horse,40,1,animals,2,55
735,duck,40,1,animals,4,56
736,cat,40,1,animals,4,56
737,fish,40,1,animals,4,56
738,horse,40,1,animals,4,56
739,zebra,40,1,animals,4,56
740,dog,40,1,animals,4,56
741,pig,40,1,animals,4,56
742,moose,40,1,animals,4,56
743,bear,41,1,animals,1,57
744,eagle,41,1,animals,1,57
745,bird,41,1,animals,1,57
746,tiger,41,1,animals,1,57
747,rabbit,41,1,animals,1,57
748,goat,41,1,animals,1,57
749,sheep,41,1,animals,1,57
750,dog,41,1,animals,1,57
751,cat,41,1,animals,1,57
752,pig,41,1,animals,1,57
753,cow,41,1,animals,1,57
754,rooster,41,1,animals,1,57
755,parrot,41,1,animals,1,57
756,cat,41,1,animals,1,57
757,pig,41,1,animals,1,57
758,cat,41,1,animals,1,57
759,rooster,41,1,animals,1,57
760,hare,41,1,animals,1,57
761,ox,41,1,animals,1,57
762,ox,41,1,animals,1,57
763,rat,41,1,animals,3,58
764,ox,41,1,animals,3,58
765,tiger,41,1,animals,3,58
766,rabbit,41,1,animals,3,58
767,goat,41,1,animals,3,58
768,sheep,41,1,animals,3,58
769,monkey,41,1,animals,3,58
770,dog,41,1,animals,3,58
771,pig,41,1,animals,3,58
772,cow,41,1,animals,3,58
773,cat,41,1,animals,3,58
774,rooster,41,1,animals,3,58
775,bird,41,1,animals,3,58
776,parrot,41,1,animals,3,58
777,shoe,41,1,animals,3,58
778,babababa,41,1,animals,3,58
779,chimpy,41,1,animals,3,58
780,rabby,41,1,animals,3,58
781,bunny,41,1,animals,3,58
782,penguin,42,1,animals,1,59
783,pig,42,1,animals,1,59
784,cow,42,1,animals,1,59
785,dog,42,1,animals,1,59
786,bird,42,1,animals,1,59
787,chicken,42,1,animals,1,59
788,shark,42,1,animals,1,59
789,shark,42,1,animals,1,59
790,dolphin,42,1,animals,1,59
791,whale,42,1,animals,1,59
792,lion,42,1,animals,1,59
793,tiger,42,1,animals,1,59
794,computer,42,1,animals,3,60
795,dinosaur,42,1,animals,3,60
796,pterodactyl,42,1,animals,3,60
797,t-rex,42,1,animals,3,60
798,pig,42,1,animals,3,60
799,duck,42,1,animals,3,60
800,chicken,42,1,animals,3,60
801,penguin,42,1,animals,3,60
802,whale,42,1,animals,3,60
803,shark,42,1,animals,3,60
804,shark,42,1,animals,3,60
805,whale,42,1,animals,3,60
806,duck,42,1,animals,3,60
807,dog,43,1,animals,1,61
808,cat,43,1,animals,1,61
809,bear,43,1,animals,1,61
810,panda,43,1,animals,1,61
811,tiger,43,1,animals,1,61
812,dolphin,43,1,animals,1,61
813,whale,43,1,animals,1,61
814,fish,43,1,animals,1,61
815,animal,43,1,animals,1,61
816,whale,43,1,animals,1,61
817,humpback whale,43,1,animals,1,61
818,whale,43,1,animals,1,61
819,penguin,43,1,animals,1,61
820,bird,43,1,animals,1,61
821,flamingo,43,1,animals,1,61
822,fish,43,1,animals,1,61
823,shepherd,43,1,animals,1,61
824,dog,43,1,animals,1,61
825,tiger,43,1,animals,1,61
826,dinosaur,43,1,animals,1,61
827,megalodon,43,1,animals,1,61
828,titanoboa,43,1,animals,1,61
829,snake,43,1,animals,1,61
