,item,id,category_id,category,round,listnum
269,door,15,4,grocery,3,18
270,cabinet,15,4,grocery,3,18
271,furniture,15,4,grocery,3,18
272,couch,15,4,grocery,3,18
273,carpet,15,4,grocery,3,18
274,jacket,15,4,grocery,3,18
275,clothe,15,4,grocery,3,18
276,game,15,4,grocery,3,18
277,video game,15,4,grocery,3,18
278,face mask,15,4,grocery,3,18
279,purse,15,4,grocery,3,18
280,phone,15,4,grocery,3,18
281,ipad,15,4,grocery,3,18
282,apple pen,15,4,grocery,3,18
283,ipad,15,4,grocery,3,18
284,box,15,4,grocery,3,18
285,speaker,15,4,grocery,3,18
286,speaker,15,4,grocery,3,18
287,hanger,15,4,grocery,3,18
288,cereal,18,4,grocery,1,19
289,pastum,18,4,grocery,1,19
290,milk,18,4,grocery,1,19
291,sample thingy,18,4,grocery,1,19
292,toy,18,4,grocery,1,19
293,croissant,18,4,grocery,1,19
294,pizza,18,4,grocery,1,19
295,orange,18,4,grocery,1,19
296,apple,18,4,grocery,1,19
297,banana,18,4,grocery,1,19
298,carrot,18,4,grocery,1,19
299,sandwich,18,4,grocery,3,20
300,pizza,18,4,grocery,3,20
301,pastrami,18,4,grocery,3,20
302,pizza,18,4,grocery,3,20
303,sandwich,18,4,grocery,3,20
304,apple,18,4,grocery,3,20
305,banana,18,4,grocery,3,20
306,carrot,18,4,grocery,3,20
307,grape,18,4,grocery,3,20
308,kiwi,18,4,grocery,3,20
309,avocado,18,4,grocery,3,20
310,onion,18,4,grocery,3,20
311,pretzel,18,4,grocery,3,20
312,toy lizard,18,4,grocery,3,20
313,apple,19,4,grocery,1,21
314,banana,19,4,grocery,1,21
315,strawberry,19,4,grocery,1,21
316,broccoli,19,4,grocery,1,21
317,lettuce,19,4,grocery,1,21
318,cheese,19,4,grocery,1,21
319,yogurt,19,4,grocery,1,21
320,smartie,19,4,grocery,1,21
321,mango,19,4,grocery,1,21
322,pastum,19,4,grocery,1,21
323,ice cream,19,4,grocery,1,21
324,tomato,19,4,grocery,1,21
325,broccoli,19,2,grocery,3,22
326,ketchup,19,2,grocery,3,22
327,tomato,19,2,grocery,3,22
328,lettuce,19,2,grocery,3,22
329,spinach,19,2,grocery,3,22
330,blueberry,19,2,grocery,3,22
331,raspberry,19,2,grocery,3,22
332,blackberry,19,2,grocery,3,22
333,strawberry,19,2,grocery,3,22
334,apple,19,2,grocery,3,22
335,banana,19,2,grocery,3,22
336,zucchini,19,2,grocery,3,22
337,avocado,19,2,grocery,3,22
338,tomato,19,2,grocery,3,22
339,onion,19,2,grocery,3,22
340,cheese,19,2,grocery,3,22
341,yogurt,19,2,grocery,3,22
342,food,20,4,grocery,1,23
343,apple,20,4,grocery,1,23
344,carrot,20,4,grocery,1,23
345,kiwi,20,4,grocery,1,23
346,banana,20,4,grocery,1,23
347,blueberry,20,4,grocery,1,23
348,raspberry,20,4,grocery,1,23
349,strawberry,20,4,grocery,1,23
350,kiwi,20,4,grocery,1,23
351,broccoli,20,4,grocery,3,24
352,elephant,20,4,grocery,3,24
353,carrot,20,4,grocery,3,24
354,raspberry,20,4,grocery,3,24
355,strawberry,20,4,grocery,3,24
356,blueberry,20,4,grocery,3,24
357,banana,20,4,grocery,3,24
358,apple,20,4,grocery,3,24
359,orange,20,4,grocery,3,24
360,chip,21,4,grocery,2,25
361,taki,21,4,grocery,2,25
362,rectangle,21,4,grocery,2,25
363,rectangle,21,4,grocery,2,25
364,pizza,21,4,grocery,2,25
365,cabbage,21,4,grocery,2,25
366,sheep,21,4,grocery,2,25
367,sheep,21,4,grocery,2,25
368,dog,21,4,grocery,2,25
369,dog,21,4,grocery,2,25
370,yogurt,21,4,grocery,2,25
371,yogurt,21,4,grocery,2,25
372,pizza,21,4,grocery,2,25
373,fish,21,4,grocery,4,26
374,color,21,4,grocery,4,26
375,blue,21,4,grocery,4,26
376,breadstick,21,4,grocery,4,26
377,pizza,21,4,grocery,4,26
378,carrot,21,4,grocery,4,26
379,salad,21,4,grocery,4,26
380,hair,21,4,grocery,4,26
381,person,21,4,grocery,4,26
382,glass,21,4,grocery,4,26
383,computer,21,4,grocery,4,26
384,tank,21,4,grocery,4,26
385,apple,22,4,grocery,2,27
386,pear,22,4,grocery,2,27
387,banana,22,4,grocery,2,27
388,ice cream,22,4,grocery,2,27
389,chicken,22,4,grocery,2,27
390,cheese,22,4,grocery,2,27
391,cucumber,22,4,grocery,2,27
392,store basket,22,4,grocery,2,27
393,pet food,22,4,grocery,2,27
394,bean,22,4,grocery,2,27
395,peach,22,4,grocery,2,27
396,peach,22,4,grocery,2,27
397,pastum,22,4,grocery,2,27
398,mac cheese,22,4,grocery,2,27
399,pickle,22,4,grocery,2,27
400,apple,22,4,grocery,4,28
401,pickle,22,4,grocery,4,28
402,pet food,22,4,grocery,4,28
403,papaya,22,4,grocery,4,28
404,banana,22,4,grocery,4,28
405,pickle,22,4,grocery,4,28
406,apple,22,4,grocery,4,28
407,pomegranate,22,4,grocery,4,28
408,papaya,22,4,grocery,4,28
409,papaya,22,4,grocery,4,28
410,meat,22,4,grocery,4,28
411,peach,22,4,grocery,4,28
412,peach,22,4,grocery,4,28
413,chocolate,23,4,grocery,2,29
414,banana,23,4,grocery,2,29
415,purse,23,4,grocery,2,29
416,shirt,23,4,grocery,2,29
417,paint,23,4,grocery,2,29
418,food,23,4,grocery,2,29
419,hat,23,4,grocery,2,29
420,pencil,23,4,grocery,2,29
421,computer,23,4,grocery,2,29
422,ipad,23,4,grocery,2,29
423,cup,23,4,grocery,2,29
424,art,23,4,grocery,2,29
425,pencil,23,4,grocery,2,29
426,wig,23,4,grocery,2,29
427,glass,23,4,grocery,2,29
428,jewelry,23,4,grocery,2,29
429,glass,23,2,grocery,4,30
430,person,23,2,grocery,4,30
431,glass,23,2,grocery,4,30
432,everything,23,2,grocery,4,30
433,dress,23,2,grocery,4,30
434,clothe,23,2,grocery,4,30
435,purse,23,2,grocery,4,30
436,ipad,23,2,grocery,4,30
437,computer,23,2,grocery,4,30
438,tissue,23,2,grocery,4,30
439,microphone,23,2,grocery,4,30
440,sticker,23,2,grocery,4,30
441,art,23,2,grocery,4,30
442,pencil,23,2,grocery,4,30
443,glitter,23,2,grocery,4,30
444,paper,23,2,grocery,4,30
445,everything,23,2,grocery,4,30
446,person,23,2,grocery,4,30
447,letter,23,2,grocery,4,30
448,sticker,23,2,grocery,4,30
449,animal sticker,23,2,grocery,4,30
450,banana,24,2,grocery,2,31
451,pineapple,24,2,grocery,2,31
452,strawberry,24,2,grocery,2,31
453,blueberry,24,2,grocery,2,31
454,spinach,24,2,grocery,2,31
455,lettuce,24,2,grocery,2,31
456,apple,24,2,grocery,2,31
457,banana,24,2,grocery,2,31
458,strawberry,24,2,grocery,2,31
459,broccoli,24,2,grocery,2,31
460,turkey,24,2,grocery,2,31
461,chicken,24,2,grocery,2,31
462,beef,24,2,grocery,2,31
463,pork,24,2,grocery,2,31
464,sushi,24,2,grocery,2,31
465,banana,24,4,grocery,4,32
466,apple,24,4,grocery,4,32
467,orange,24,4,grocery,4,32
468,tangerine,24,4,grocery,4,32
469,clementine,24,4,grocery,4,32
470,spinach,24,4,grocery,4,32
471,artichoke,24,4,grocery,4,32
472,broccoli,24,4,grocery,4,32
473,seaweed,24,4,grocery,4,32
474,rice,24,4,grocery,4,32
475,butter,24,4,grocery,4,32
476,pineapple,24,4,grocery,4,32
477,strawberry,24,4,grocery,4,32
478,meat,24,4,grocery,4,32
479,pork,24,4,grocery,4,32
480,bacon,24,4,grocery,4,32
481,toy,25,4,grocery,1,33
482,food,25,4,grocery,1,33
483,yogurt,25,4,grocery,1,33
484,strawberry,25,4,grocery,3,34
485,cucumber,25,4,grocery,3,34
486,pickle,25,4,grocery,3,34
487,noodle,26,4,grocery,1,35
488,cheese,26,4,grocery,1,35
489,pear,26,4,grocery,1,35
490,room pear,26,4,grocery,1,35
491,apple,26,4,grocery,1,35
492,potato,26,4,grocery,3,36
493,onion,26,4,grocery,3,36
494,cheese,26,4,grocery,3,36
495,meat,26,4,grocery,3,36
496,cow,26,4,grocery,3,36
497,meat,26,4,grocery,3,36
498,pig,26,4,grocery,3,36
499,beef,26,4,grocery,3,36
500,meat,26,4,grocery,3,36
501,pig,26,4,grocery,3,36
502,cheese,26,4,grocery,3,36
503,carrot,28,4,grocery,1,37
504,tomato,28,4,grocery,1,37
505,broccoli,28,4,grocery,1,37
506,daisy,28,4,grocery,1,37
507,dandelion,28,4,grocery,1,37
508,slurpee,28,4,grocery,1,37
509,alphabet,28,4,grocery,1,37
510,salad,28,4,grocery,1,37
511,tomato,28,4,grocery,3,38
512,salad,28,4,grocery,3,38
513,pickle,28,4,grocery,3,38
514,alphabet,28,4,grocery,3,38
515,cheddar,28,4,grocery,3,38
516,rice cake,28,4,grocery,3,38
517,cucumber,28,4,grocery,3,38
518,raisin pouch,28,4,grocery,3,38
519,food,29,4,grocery,1,39
520,chicken,29,4,grocery,1,39
521,water,29,4,grocery,1,39
522,salmon,29,4,grocery,1,39
523,cereal,29,4,grocery,1,39
524,vegetable,29,4,grocery,1,39
525,cake,29,4,grocery,1,39
526,soda,29,4,grocery,1,39
527,tea,29,4,grocery,1,39
528,cabbage,29,4,grocery,1,39
529,milk,29,4,grocery,1,39
530,cashier,29,4,grocery,1,39
531,bag,29,4,grocery,1,39
532,chicken,29,4,grocery,3,40
533,mushroom,29,4,grocery,3,40
534,cabbage,29,4,grocery,3,40
535,vegetable,29,4,grocery,3,40
536,carrot,29,4,grocery,3,40
537,pepper,29,4,grocery,3,40
538,pepper,29,4,grocery,3,40
539,pizza,29,4,grocery,3,40
540,burrito,29,4,grocery,3,40
541,taco,29,4,grocery,3,40
542,fish,29,4,grocery,3,40
543,salmon,29,4,grocery,3,40
544,dog food,29,4,grocery,3,40
545,cat food,29,4,grocery,3,40
546,pizza,30,4,grocery,2,41
547,cashier,30,4,grocery,2,41
548,cheese,30,4,grocery,2,41
549,yogurt,30,4,grocery,2,41
550,candy,30,4,grocery,2,41
551,chocolate,30,4,grocery,2,41
552,magazine,30,4,grocery,2,41
553,animal,30,4,grocery,2,41
554,bunny,30,4,grocery,2,41
555,cheese,30,4,grocery,4,42
556,meat,30,4,grocery,4,42
557,girl,30,4,grocery,4,42
558,toast,30,4,grocery,4,42
559,bread,30,4,grocery,4,42
560,milk,30,4,grocery,4,42
561,chocolate milk,30,4,grocery,4,42
562,pizza,30,4,grocery,4,42
563,ice cream,30,4,grocery,4,42
564,cheese,30,4,grocery,4,42
565,apple,30,4,grocery,4,42
566,banana,30,4,grocery,4,42
567,pear,30,4,grocery,4,42
568,orange,30,4,grocery,4,42
569,corn,30,4,grocery,4,42
570,asparagu,30,4,grocery,4,42
571,flower,30,4,grocery,4,42
572,brussel sprout,30,4,grocery,4,42
573,broccoli,30,4,grocery,4,42
574,egg,31,4,grocery,2,43
575,tomato,31,4,grocery,2,43
576,orange,31,4,grocery,2,43
577,banana,31,4,grocery,2,43
578,yogurt,31,4,grocery,2,43
579,strawberry,31,4,grocery,2,43
580,egg,31,4,grocery,2,43
581,milk,31,4,grocery,2,43
582,orange,31,4,grocery,2,43
583,mandarin,31,4,grocery,2,43
584,chocolate milk,31,4,grocery,2,43
585,chip,31,4,grocery,2,43
586,meat,31,4,grocery,2,43
587,milk,31,4,grocery,4,44
588,strawberry,31,4,grocery,4,44
589,mandarin,31,4,grocery,4,44
590,orange,31,4,grocery,4,44
591,banana,31,4,grocery,4,44
592,egg,31,4,grocery,4,44
593,meat,31,4,grocery,4,44
594,pig,31,4,grocery,4,44
595,meat,31,4,grocery,4,44
596,fish,31,4,grocery,4,44
597,chocolate milk,31,4,grocery,4,44
598,milk,31,4,grocery,4,44
599,yogurt,31,4,grocery,4,44
600,banana,31,4,grocery,4,44
601,egg,31,4,grocery,4,44
602,yogurt,31,4,grocery,4,44
603,strawberry yogurt,31,4,grocery,4,44
604,banana yogurt,31,4,grocery,4,44
605,vanilla yogurt,31,4,grocery,4,44
606,strawberry,31,4,grocery,4,44
607,peach,31,4,grocery,4,44
608,dragon fruit,31,4,grocery,4,44
609,onion,31,4,grocery,4,44
610,rotus,32,4,grocery,2,45
611,kebob,32,4,grocery,2,45
612,ice cream,32,4,grocery,2,45
613,water,32,4,grocery,2,45
614,juice,32,4,grocery,2,45
615,chicken,32,4,grocery,2,45
616,turkey,32,4,grocery,2,45
617,chip,32,4,grocery,2,45
618,rice,32,4,grocery,2,45
619,chicken,32,2,grocery,4,46
620,rice,32,2,grocery,4,46
621,corn,32,2,grocery,4,46
622,chip,32,2,grocery,4,46
623,water,32,2,grocery,4,46
624,juice,32,2,grocery,4,46
625,ice cream,32,2,grocery,4,46
626,corn,32,2,grocery,4,46
627,chicken,32,2,grocery,4,46
628,rotus,32,2,grocery,4,46
629,carrot,35,4,grocery,1,47
630,celery,35,4,grocery,1,47
631,beef,35,4,grocery,1,47
632,beef jerky,35,4,grocery,1,47
633,coke,35,4,grocery,1,47
634,fantum,35,4,grocery,1,47
635,meat,35,4,grocery,1,47
636,grain,35,4,grocery,1,47
637,dairy,35,4,grocery,1,47
638,cereal,35,4,grocery,1,47
639,caprisun,35,4,grocery,1,47
640,kool-aid,35,4,grocery,1,47
641,animal,35,4,grocery,1,47
642,gingerbread house,35,4,grocery,1,47
643,wheat,35,4,grocery,1,47
644,coke,35,4,grocery,3,48
645,sprite,35,4,grocery,3,48
646,caprisun,35,4,grocery,3,48
647,koolaid,35,4,grocery,3,48
648,rice,35,4,grocery,3,48
649,grain,35,4,grocery,3,48
650,bread,35,4,grocery,3,48
651,wheat,35,4,grocery,3,48
652,carrot,35,4,grocery,3,48
653,pepper,35,4,grocery,3,48
654,fish,35,4,grocery,3,48
655,lobster,35,4,grocery,3,48
656,cheese,35,4,grocery,3,48
657,crab,35,4,grocery,3,48
658,cake,35,4,grocery,3,48
659,strawberry,36,4,grocery,1,49
660,broccoli,36,4,grocery,1,49
661,cucumber,36,4,grocery,1,49
662,tomato,36,4,grocery,1,49
663,pickle,36,4,grocery,1,49
664,cucumber,36,4,grocery,1,49
665,strawberry,36,4,grocery,1,49
666,strawberry,36,4,grocery,1,49
667,blueberry,36,4,grocery,1,49
668,grape,36,4,grocery,1,49
669,broccoli,36,4,grocery,1,49
670,strawberry,36,4,grocery,3,50
671,blueberry,36,4,grocery,3,50
672,grape,36,4,grocery,3,50
673,salmon,36,4,grocery,3,50
674,salmon fish,36,4,grocery,3,50
675,grape,36,4,grocery,3,50
676,strawberry,36,4,grocery,3,50
677,strawberry,36,4,grocery,3,50
678,tomato,36,4,grocery,3,50
679,drink,36,4,grocery,3,50
680,drink,36,4,grocery,3,50
681,soda,36,4,grocery,3,50
682,coke,36,4,grocery,3,50
683,grocery cart,37,4,grocery,2,51
684,apple,37,4,grocery,2,51
685,tomato,37,4,grocery,2,51
686,avocado,37,4,grocery,2,51
687,flower,37,4,grocery,2,51
688,potato,37,4,grocery,2,51
689,apple,37,4,grocery,2,51
690,pancake mix,37,4,grocery,2,51
691,chocolate,37,4,grocery,2,51
692,pop,37,4,grocery,2,51
693,ice cream,37,4,grocery,2,51
694,bell pepper,37,4,grocery,2,51
695,grocery cart,37,4,grocery,4,52
696,check-out,37,4,grocery,4,52
697,stand,37,4,grocery,4,52
698,person,37,4,grocery,4,52
699,tomato,37,4,grocery,4,52
700,avocado,37,4,grocery,4,52
701,bread,37,4,grocery,4,52
702,flower,37,4,grocery,4,52
703,plant,37,4,grocery,4,52
704,pastum,37,4,grocery,4,52
705,soda,38,4,grocery,2,53
706,candy,38,4,grocery,2,53
707,toy,38,4,grocery,2,53
708,cart,38,4,grocery,2,53
709,toy,38,4,grocery,4,54
710,shopping,38,4,grocery,4,54
711,tote bag,38,4,grocery,4,54
712,basket,38,4,grocery,4,54
713,chicken,40,4,grocery,2,55
714,corn,40,4,grocery,2,55
715,broccoli,40,4,grocery,2,55
716,tomato,40,4,grocery,2,55
717,pear,40,4,grocery,2,55
718,bittermelon,40,4,grocery,2,55
719,eggplant,40,4,grocery,2,55
720,strawberry,40,4,grocery,2,55
721,blueberry,40,4,grocery,2,55
722,banana,40,4,grocery,2,55
723,pear,40,4,grocery,2,55
724,cereal,40,4,grocery,2,55
725,chewy,40,4,grocery,2,55
726,lettuce,40,4,grocery,2,55
727,spinach,40,4,grocery,2,55
728,broccoli,40,4,grocery,2,55
729,pear,40,4,grocery,2,55
730,plate,40,4,grocery,2,55
731,bowl,40,4,grocery,2,55
732,yogurt,40,4,grocery,2,55
733,milk,40,4,grocery,2,55
734,plate,40,4,grocery,4,56
735,bowl,40,4,grocery,4,56
736,knife,40,4,grocery,4,56
737,fork,40,4,grocery,4,56
738,spoon,40,4,grocery,4,56
739,tomato,40,4,grocery,4,56
740,pepper,40,4,grocery,4,56
741,sugar,40,4,grocery,4,56
742,raisin,40,4,grocery,4,56
743,bread,40,4,grocery,4,56
744,corn,40,4,grocery,4,56
745,muffin,40,4,grocery,4,56
746,broccoli,40,4,grocery,4,56
747,lettuce,40,4,grocery,4,56
748,lettuce,40,4,grocery,4,56
749,corn,40,4,grocery,4,56
750,eggplant,40,4,grocery,4,56
751,bittermelon,40,4,grocery,4,56
752,broccoli,40,4,grocery,4,56
753,sugar cookie,40,4,grocery,4,56
754,plain cookie,40,4,grocery,4,56
755,chicken,40,4,grocery,4,56
756,bread,40,4,grocery,4,56
757,raisin bread,40,4,grocery,4,56
758,corn bread,40,4,grocery,4,56
759,celery,40,4,grocery,4,56
760,bread,40,4,grocery,4,56
761,milk,40,4,grocery,4,56
762,orange,41,4,grocery,1,57
763,apple,41,4,grocery,1,57
764,food,41,4,grocery,1,57
765,word,41,4,grocery,1,57
766,chip,41,4,grocery,1,57
767,nut,41,4,grocery,1,57
768,ingredient,41,4,grocery,1,57
769,cupcake,41,4,grocery,1,57
770,perfume,41,4,grocery,1,57
771,grape,41,4,grocery,1,57
772,fruit,41,4,grocery,1,57
773,carb,41,4,grocery,1,57
774,dairy,41,4,grocery,1,57
775,cherry,41,4,grocery,3,58
776,strawberry,41,4,grocery,3,58
777,pineapple,41,4,grocery,3,58
778,orange,41,4,grocery,3,58
779,grape,41,4,grocery,3,58
